code,年月,當季季底P/E,當季季底P/B,ROE(B)－常續利益,季底普通股市值,季別
1806,Dec-19, ,0.5,-1.24,2945380,4
1808,Dec-19, ,3.51,-1.37,19363124,4
1809,Dec-19, ,0.66,-0.69,1979436,4
1810,Dec-19,39.3,0.55,0.16,3077177,4
1817,Dec-19,10.54,1.53,3.36,2588190,4
1903,Dec-19, ,3.5,-1.93,8815322,4
1904,Dec-19,6.92,0.9,3.55,21389688,4
1905,Dec-19, ,0.66,-1.47,9903458,4
1906,Dec-19,15.62,0.54,-0.31,2136650,4
1907,Dec-19,6.49,0.57,1.52,22331990,4
1909,Dec-19,44.12,0.84,2.58,18326159,4
2002,Dec-19,31.02,1.24,-0.22,376063154,4
2006,Dec-19,11.22,0.95,1.99,23093380,4
2007,Dec-19, ,0.81,-3.39,2212815,4
2008,Dec-19, ,1.01,-2.38,2480522,4
2009,Dec-19, ,0.94,-0.4,3448775,4
2010,Dec-19,22.4,0.65,0.72,6573698,4
2012,Dec-19,10.67,1.59,2.77,5841812,4
2013,Dec-19,35.72,1.17,1.98,5020000,4
2014,Dec-19, ,1.05,-3.29,15288544,4
2015,Dec-19,13.25,1.71,2.6,31231866,4
2017,Dec-19, ,0.61,-1.39,2290509,4
2020,Dec-19,8.95,1.11,0.95,3471406,4
2022,Dec-19, ,0.6,-4.77,2609845,4
2023,Dec-19, ,0.68,-3,17698275,4
2024,Dec-19,58,1.04,-0.26,1184625,4
2025,Dec-19, ,0.91,-8.16,570769,4
2027,Dec-19,11.46,1.54,-1.22,39542970,4
2028,Dec-19,24,1.27,-1.91,3097540,4
2029,Dec-19,97.3,0.73,-0.1,6295128,4
2030,Dec-19,9.06,0.89,1.58,3567249,4
2031,Dec-19,267.38,1.56,-0.54,9786641,4
2032,Dec-19,20.99,0.72,0.21,1199488,4
2033,Dec-19, ,0.72,-0.33,727860,4
2034,Dec-19,13.37,1.42,-0.33,10585380,4
2038,Dec-19, ,0.44,-2.1,1308726,4
2049,Dec-19,38.8,3.66,0.09,86991418,4
2059,Dec-19,17.04,3.22,3.01,34497514,4
2062,Dec-19, ,0.86,0,4515488,4
2069,Dec-19,134.13,0.88,1.33,2932238,4
2101,Dec-19,30.39,3.76,1.18,40279012,4
2102,Dec-19, ,0.9,-1.63,6602940,4
2103,Dec-19,15.79,1.34,0.96,19899587,4
2104,Dec-19,14.75,1.02,-1.35,30920616,4
2105,Dec-19,21.94,1.75,0.98,135491147,4
2106,Dec-19,19.55,1.42,0.35,26757558,4
2107,Dec-19,11.34,0.61,0.85,6597500,4
2108,Dec-19,7.3,1.77,3.71,14821722,4
2109,Dec-19,13.96,1.34,1.53,3672456,4
2114,Dec-19,12.47,2.5,4.06,5863513,4
2115,Dec-19,10.07,1.54,3.07,3541492,4
2201,Dec-19, ,0.67,-29.4,30750566,4
2204,Dec-19, ,0.56,-6.49,21646542,4
2206,Dec-19,25.22,1.3,-0.02,18181574,4
2207,Dec-19,21.51,6.37,4.83,373040257,4
2208,Dec-19, ,1.97,-14.72,12699808,4
2211,Dec-19, , ,2.11, ,4
2227,Dec-19,9.9,3.99,10.73,86100000,4
2228,Dec-19,12.03,2.3,5.05,9055710,4
2231,Dec-19,26.66,7.45,2.08,30643840,4
2233,Dec-19,12.01,1.68,1.97,4388966,4
2236,Dec-19,9.29,0.9,-0.75,1033239,4
2239,Dec-19,10.02,1.04,1.79,11316871,4
2241,Dec-19,36.54,3.02,0.16,3286925,4
2243,Dec-19, ,0.81,-6.54,666797,4
2247,Dec-19,21.04,2.26,3.67,19440823,4
2301,Dec-19,9.26,1.6,4.21,116015286,4
2302,Dec-19, ,0.84,-0.83,1365339,4
2303,Dec-19,44.77,0.94,1.24,193682201,4
2305,Dec-19, ,0.66,-1.12,1427280,4
2308,Dec-19,17.3,2.81,2.69,393527765,4
2312,Dec-19,35.3,1.22,-1.37,18749756,4
2313,Dec-19,9.39,2.09,5.96,53751082,4
2314,Dec-19, ,2.12,0.85,5620890,4
2316,Dec-19,11.44,0.98,1.13,7116727,4
2317,Dec-19,8.27,1.02,3.57,1258759492,4
2321,Dec-19, ,0.53,-9.42,190291,4
2323,Dec-19, ,0.58,-1.54,11090491,4
2324,Dec-19,8.75,0.78,1.93,83074702,4
2327,Dec-19,19.31,4.07,3.94,188022309,4
2328,Dec-19,8.68,1.1,0.81,12077462,4
2329,Dec-19,11.82,1.36,0.67,8276321,4
2330,Dec-19,21.91,5.29,7.3,8582955780,4
2331,Dec-19,120.17,0.7,0.82,7636407,4
2332,Dec-19, ,1.02,0.5,8671547,4
2337,Dec-19,22.67,2.11,2.35,68445284,4
2338,Dec-19, ,2.91,-5.56,8705963,4
2340,Dec-19,12.51,1.34,1.93,9749517,4
2342,Dec-19, ,1.64,-0.54,3173743,4
2344,Dec-19,46.05,1.28,-0.52,77809000,4
2345,Dec-19,15.25,7.32,8.79,93752568,4
2347,Dec-19,7.26,1.26,3.7,62547975,4
2348,Dec-19,7.3,2.76,11.74,4861679,4
2349,Dec-19, ,1.3,-6.13,9143198,4
2351,Dec-19,17,2.1,1.34,11820886,4
2352,Dec-19,7.72,1.23,1.7,41892435,4
2353,Dec-19,13.72,0.95,2.81,54887554,4
2354,Dec-19,11.45,0.86,1.9,93638907,4
2355,Dec-19,15.01,0.81,1.2,12699965,4
2356,Dec-19,13.86,1.48,2.12,81973804,4
2357,Dec-19,9.15,0.97,2.23,171948940,4
2358,Dec-19, ,1.3,-0.06,1594280,4
2359,Dec-19,20.28,0.83,-0.79,3789509,4
2360,Dec-19,26.22,4.2,4.25,60831125,4
2362,Dec-19, ,0.62,-0.41,24647278,4
2363,Dec-19, ,0.66,-1.58,5058586,4
2364,Dec-19, ,1.56,-3.99,427702,4
2365,Dec-19,33.32,0.62,0.72,2007645,4
2367,Dec-19,8.92,1.84,3.44,20843046,4
2368,Dec-19,21.67,1.27,5.43,9099009,4
2369,Dec-19, ,0.77,-2.11,3953061,4
2371,Dec-19, ,1.34,3.4,49130256,4
2373,Dec-19,12.09,2.95,4.32,21281800,4
2374,Dec-19, ,0.72,-1.6,4701327,4
2375,Dec-19,12.98,1.22,1.41,8771648,4
2376,Dec-19,14.32,1.3,1.67,31593694,4
2377,Dec-19,11.23,2.36,4.02,73249015,4
2379,Dec-19,16.09,4.39,6.8,119402325,4
2380,Dec-19, ,0.46,-13.74,672518,4
2382,Dec-19,12.06,1.83,3.28,248366916,4
2383,Dec-19,10.46,3.24,8.74,43799996,4
2385,Dec-19,9.52,2.4,5.42,65370233,4
2387,Dec-19,16.69,1.23,-0.47,7655583,4
2388,Dec-19,269.12,5.01,-0.69,17684913,4
2390,Dec-19, ,1.14,-3.1,2364932,4
2392,Dec-19,7.94,1.05,4.12,23464531,4
2393,Dec-19,15.97,0.91,1.36,15404884,4
2395,Dec-19,22.19,6.58,6.49,211523820,4
2397,Dec-19,12.41,3.01,1.78,9622323,4
2399,Dec-19, ,1.08,-1.14,2155010,4
2401,Dec-19,35.43,0.98,0.13,8021519,4
2402,Dec-19,18.88,0.87,0.96,5089721,4
2404,Dec-19,10.17,4.36,8.93,37354856,4
2405,Dec-19,151.46,1.27,0.52,4189809,4
2406,Dec-19, ,1.2,-3.03,2625289,4
2408,Dec-19,23.29,1.69,0.85,256326814,4
2409,Dec-19, ,0.55,-3.52,96723662,4
2412,Dec-19,20.44,2.27,2.11,853319060,4
2413,Dec-19, ,1.4,-5.02,2184207,4
2414,Dec-19,10.14,1.41,2.4,3736079,4
2415,Dec-19,13,1.03,1.18,1504000,4
2417,Dec-19,53.02,0.71,1.41,1996432,4
2419,Dec-19,23.51,1.86,1.93,9211608,4
2420,Dec-19,8.98,1.78,4.12,5487696,4
2421,Dec-19,13.18,2.81,5.13,11881488,4
2423,Dec-19,9.85,1.66,3.24,3894512,4
2424,Dec-19, ,3.5,-11.49,867000,4
2425,Dec-19,25.08,2,0,3100764,4
2426,Dec-19, ,1.27,-1.58,4674672,4
2427,Dec-19,16.57,0.89,2.15,1953728,4
2428,Dec-19,8.21,1.96,4.48,12465298,4
2429,Dec-19, ,3.72,-18.19,973504,4
2430,Dec-19,11.75,0.61,0.74,2854926,4
2431,Dec-19,35.41,0.96,-0.18,1264568,4
2433,Dec-19,10.38,1.95,2.36,8120675,4
2434,Dec-19, ,3.52,-48.93,473033,4
2436,Dec-19,34.02,1.61,-0.87,4779676,4
2438,Dec-19,19.1,1.38,1.27,809328,4
2439,Dec-19,11.06,2.74,3.51,35175503,4
2440,Dec-19, ,1.26,2.07,1321612,4
2441,Dec-19,11.36,1.63,2.93,27219233,4
2442,Dec-19,99.79,0.86,1.59,2939519,4
2443,Dec-19, ,0.68,-10.93,600230,4
2444,Dec-19, ,2.45,1.22,2359199,4
2449,Dec-19,11.49,1.75,4.26,45914075,4
2450,Dec-19,16.55,1.42,1.82,8289889,4
2451,Dec-19,16.17,1.73,1.97,33556282,4
2453,Dec-19,11.5,0.94,2.48,1685000,4
2454,Dec-19,27.28,2.25,2.04,705179636,4
2455,Dec-19,34.71,7.71,4.56,21818790,4
2457,Dec-19,689.3,0.7,0.12,3444418,4
2458,Dec-19,12.55,3.61,9.01,27713856,4
2459,Dec-19,7.56,1.05,3.14,4611945,4
2460,Dec-19, ,0.75,-6.08,1675080,4
2461,Dec-19, ,1.27,-7.38,3043088,4
2462,Dec-19,37.64,1.61,0.43,4146284,4
2464,Dec-19,9.17,1.91,1.8,7762581,4
2465,Dec-19, ,1.91,-0.24,594816,4
2466,Dec-19, ,3.13,-11.98,5338806,4
2467,Dec-19,9.5,1.59,2.07,3983774,4
2468,Dec-19,15.53,0.77,1.15,874513,4
2471,Dec-19,8.98,1.19,4.55,883631,4
2472,Dec-19,7.32,1.68,2.65,5679175,4
2474,Dec-19,8.74,1.18,2.31,174878757,4
2476,Dec-19,8.52,0.94,1.59,4374493,4
2477,Dec-19,12.17,1.61,3.89,5232902,4
2478,Dec-19,12.37,1.47,1.3,7698144,4
2480,Dec-19,10.03,2.04,4.47,5711532,4
2481,Dec-19,17,1.48,1.59,9218948,4
2482,Dec-19,22.52,0.99,-0.03,757278,4
2483,Dec-19,45.69,0.94,-0.03,2273200,4
2484,Dec-19,21.87,1.15,-0.15,3379725,4
2485,Dec-19, ,0.98,-1.69,6480856,4
2486,Dec-19, ,0.64,-2.75,1847916,4
2488,Dec-19,8.43,1.3,2.29,2703966,4
2489,Dec-19, ,0.73,-1.18,8619705,4
2491,Dec-19, ,0.75,-21.46,771695,4
2492,Dec-19,13.36,3.43,3.13,116106200,4
2493,Dec-19,8.75,1.35,2.01,3175627,4
2495,Dec-19,27.22,0.9,0.72,3826617,4
2496,Dec-19,12.53,1.38,2.1,1082458,4
2497,Dec-19,63.98,1.87,-0.23,2702655,4
2498,Dec-19, ,0.9,-6.49,31483168,4
2501,Dec-19,15.9,1,3.87,24292803,4
2504,Dec-19,44.71,0.98,0.3,19944000,4
2505,Dec-19,196.92,1.42,0.83,11667749,4
2506,Dec-19, ,0.63,-0.49,4334400,4
2509,Dec-19,9.73,1.07,1.22,4735955,4
2511,Dec-19,17.86,0.77,0.62,18262418,4
2514,Dec-19,45.28,0.75,0.75,6232827,4
2515,Dec-19,71.32,0.6,-0.76,11910394,4
2516,Dec-19,42.57,0.56,0.62,1368982,4
2520,Dec-19,8.97,1.27,6.65,16070933,4
2524,Dec-19,6.78,0.89,3.29,11949468,4
2527,Dec-19,7.08,0.75,1.21,6108916,4
2528,Dec-19, ,1.95,-2,5763368,4
2530,Dec-19, ,1.39,-0.98,4332032,4
2534,Dec-19,10.46,1.1,1.87,15323466,4
2535,Dec-19,8.19,0.93,1.92,6589008,4
2536,Dec-19,15.07,0.68,0.38,8120515,4
2537,Dec-19, ,0.85,-4.24,3276071,4
2538,Dec-19, ,0.84,-4.1,5655979,4
2539,Dec-19,8.4,1.89,14.96,13681746,4
2540,Dec-19,13.65,0.9,2.34,3914220,4
2542,Dec-19,18.55,1.78,0.88,54014876,4
2543,Dec-19,166.14,0.9,1.12,1780995,4
2545,Dec-19,298.96,1.3,1.61,13109360,4
2546,Dec-19,8.09,1.45,1.5,3986916,4
2547,Dec-19,13.27,0.91,0.63,10628377,4
2548,Dec-19,6.67,1.54,0.33,25632791,4
2597,Dec-19,9.54,2.18,5.33,8397000,4
2601,Dec-19,9.38,0.77,2.19,7002801,4
2603,Dec-19,72.08,0.85,-0.45,59680865,4
2605,Dec-19,50.59,0.64,2.34,9863198,4
2606,Dec-19,17.8,1.06,1.63,28393848,4
2607,Dec-19,15.98,0.68,0.7,15313473,4
2608,Dec-19,11.46,1.93,3.66,18306400,4
2609,Dec-19, ,1.14,-5.5,18755625,4
2610,Dec-19, ,0.87,-1.2,49114115,4
2611,Dec-19, ,0.5,-6.95,1217878,4
2612,Dec-19,15.42,0.59,0.47,5875149,4
2613,Dec-19,40.28,0.7,0.72,2122449,4
2614,Dec-19,33.19,0.99,7.77,6291716,4
2615,Dec-19,13.28,1.14,2.19,41038495,4
2616,Dec-19,15.39,1.02,1.4,4097838,4
2617,Dec-19,12.59,0.72,0.35,7406969,4
2618,Dec-19,13.57,0.94,0.54,66736574,4
2630,Dec-19,37.04,1.39,0.74,2234232,4
2633,Dec-19,27.8,3.04,2.64,216126451,4
2634,Dec-19,14.25,2.3,2.96,33813025,4
2636,Dec-19,9.25,1.17,1.69,2829342,4
2637,Dec-19,9.34,0.69,1.26,20363112,4
2642,Dec-19,14.64,1.69,2.27,2916517,4
2701,Dec-19,12.3,0.77,0.98,6007059,4
2702,Dec-19,90.99,1.99,-1.23,2568776,4
2704,Dec-19,27.86,1.02,0.57,10879267,4
2705,Dec-19, ,1.79,0.86,2891308,4
2706,Dec-19,11.86,0.84,0.9,7824969,4
2707,Dec-19,15.64,6.55,9.53,21403368,4
2712,Dec-19, ,4.79,-0.9,5670000,4
2722,Dec-19,68.24,1.63,-0.02,2788050,4
2723,Dec-19,13.93,2.18,2.06,22230000,4
2727,Dec-19,10.64,1.81,1.53,6128165,4
2731,Dec-19,22.64,2.85,2.61,5950000,4
2739,Dec-19,18.65,1.5,6.31,2810455,4
2748,Dec-19,13.65,2.59,6.25,3308105,4
2753,Dec-19, , ,17.41, ,4
2801,Dec-19,16.76,1.4,1.61,226666560,4
2809,Dec-19,9.76,0.93,3.41,37896339,4
2812,Dec-19,8.55,0.87,2.33,44506008,4
2816,Dec-19,6.89,0.89,1.09,4823544,4
2820,Dec-19,12.97,0.84,1.25,20144400,4
2832,Dec-19,9.08,0.83,1.38,7569980,4
2834,Dec-19,11.14,0.94,1.4,89862998,4
2836,Dec-19,11.92,0.69,1.32,10571358,4
2838,Dec-19,7.91,0.57,1.6,31873228,4
2845,Dec-19,9.42,0.85,1.3,40102037,4
2849,Dec-19,12.66,0.92,1.37,31130769,4
2850,Dec-19,6.45,1.04,4.02,12196172,4
2851,Dec-19,7.77,0.97,0.6,11719202,4
2852,Dec-19,6.6,0.64,2.06,4381922,4
2855,Dec-19,7.85,0.74,2.57,19831036,4
2867,Dec-19,5.58,0.65,4.56,27514864,4
2880,Dec-19,14.32,1.42,1.59,267800280,4
2881,Dec-19,7.25,0.78,0.91,474839179,4
2882,Dec-19,7.94,0.73,1.55,560349886,4
2883,Dec-19,6.75,0.78,0.75,145642610,4
2884,Dec-19,14.08,1.87,2.48,324184050,4
2885,Dec-19,9.23,1.02,1.45,235746342,4
2886,Dec-19,12.37,1.28,1.93,416154584,4
2887,Dec-19,9.5,0.86,1.45,154545481,4
2888,Dec-19,7,0.55,-0.1,130414078,4
2889,Dec-19,9.08,0.9,1.45,32040720,4
2890,Dec-19,10.28,0.99,2.02,146523702,4
2891,Dec-19,8.56,1.15,1.03,436732554,4
2892,Dec-19,12.67,1.34,1.83,295348025,4
2897,Dec-19,6.95,0.57,0.53,18845577,4
2901,Dec-19,42.91,2,1.42,1753032,4
2903,Dec-19,8.32,1.2,5.4,36911287,4
2904,Dec-19,10.13,1.65,2.73,1646461,4
2905,Dec-19,2.65,0.87,4.39,17897665,4
2906,Dec-19,8.26,0.82,1.24,2404777,4
2908,Dec-19,34.49,1.72,2.43,10809604,4
2910,Dec-19,91.86,3.47,0.69,8244638,4
2911,Dec-19, ,0.59,-4.22,1488136,4
2912,Dec-19,20.84,8.73,6.16,316045088,4
2913,Dec-19, ,0.82,-0.32,12995500,4
2915,Dec-19,4.61,0.57,-1.67,41517210,4
2923,Dec-19, ,0.86,-1.49,47075007,4
2929,Dec-19,5.78,1.58,7.2,8973248,4
2939,Dec-19,14.81,3.21,1.71,4533312,4
2945,Dec-19,107.01,4.78,2.4,5615306,4
3002,Dec-19,18.73,0.94,0.74,1193400,4
3003,Dec-19,13.42,1.7,1.78,7704873,4
3004,Dec-19,10.12,2.42,4.29,4632936,4
3005,Dec-19,9.27,1.82,4.64,27226193,4
3006,Dec-19,18.62,1.49,3.31,11115986,4
3008,Dec-19,18.34,5.31,6.6,670700000,4
3010,Dec-19,6.64,1.14,2.57,13073535,4
3011,Dec-19, ,0.71,-3.68,743945,4
3013,Dec-19,11.08,1.02,3.29,2354411,4
3014,Dec-19,10.55,1.76,3.39,7111682,4
3015,Dec-19,28.34,0.48,0.44,4229742,4
3016,Dec-19,1382.35,3.79,-0.53,14488373,4
3017,Dec-19,9.23,1.64,3.97,14715362,4
3018,Dec-19, ,2.81,-23.01,1661371,4
3019,Dec-19,17.68,2.58,1.11,30356964,4
3021,Dec-19,7.97,1.24,1.75,1509055,4
3022,Dec-19,10.47,1.38,-0.54,9378588,4
3023,Dec-19,13.47,3.84,3.27,28850956,4
3024,Dec-19,34.76,0.85,-0.7,2236657,4
3025,Dec-19,28.17,2,2.88,1616976,4
3026,Dec-19,20.23,2.04,-1.43,18326840,4
3027,Dec-19, ,0.58,-0.15,839287,4
3028,Dec-19,15.3,1.02,0.35,4511686,4
3029,Dec-19,8.72,1.55,4.69,3757745,4
3030,Dec-19,10.87,2.33,3.84,12566691,4
3031,Dec-19,12.43,1.14,1.55,3117456,4
3032,Dec-19,7.02,1.44,2.22,3200301,4
3033,Dec-19,17.87,1.16,0.67,6545968,4
3034,Dec-19,13.58,4.03,5.61,133263909,4
3035,Dec-19,31.12,2.69,0.9,13993365,4
3036,Dec-19,7.49,1.06,3.23,24899456,4
3037,Dec-19,18.85,1.44,2.02,63198744,4
3038,Dec-19,9.54,1.51,1.85,2858363,4
3040,Dec-19,16.33,1.4,1.5,1836450,4
3041,Dec-19, ,1.03,-2.12,3446448,4
3042,Dec-19,19.61,1.68,2.46,14651506,4
3043,Dec-19,4.77,2.53,-12.35,356627,4
3044,Dec-19,8.9,1.93,3.94,65963428,4
3045,Dec-19,23.26,5.78,4.82,393047648,4
3046,Dec-19, ,2.04,-18.23,1175320,4
3047,Dec-19,13.5,0.99,1.86,1995454,4
3048,Dec-19,8.22,1.23,3.29,4251125,4
3049,Dec-19,9.75,1.17,1.96,10974493,4
3050,Dec-19,9.94,0.74,0.74,1700714,4
3051,Dec-19, ,0.83,-0.62,1028049,4
3052,Dec-19,11.38,0.97,8.07,2778863,4
3054,Dec-19, ,2.61,-0.98,2522621,4
3055,Dec-19, ,1.36,0.98,3144939,4
3056,Dec-19,13.25,1.38,0.82,6635431,4
3057,Dec-19, ,1.43,-10.51,1223480,4
3058,Dec-19, ,0.57,1.06,1179300,4
3059,Dec-19,546.59,0.77,-0.36,6636200,4
3060,Dec-19, ,0.6,-0.69,1881374,4
3062,Dec-19,93.6,1.1,0.08,6013472,4
3090,Dec-19,11.71,2.26,1.5,9486687,4
3092,Dec-19,8.76,1.96,5.51,3191254,4
3094,Dec-19,66.73,1.43,0.39,1578816,4
3130,Dec-19,15.84,3.57,4.43,5326995,4
3138,Dec-19,29.09,3.1,1.47,2032715,4
3149,Dec-19, ,1.27,-2.32,1925647,4
3164,Dec-19,25.66,1.6,0.86,2214457,4
3167,Dec-19,15.07,1.89,3.46,3413708,4
3189,Dec-19, ,0.91,0.29,23365581,4
3209,Dec-19,10.16,1.33,2.65,3802432,4
3229,Dec-19, ,2.11,-7.98,1182965,4
3231,Dec-19,6.43,1.09,5.52,80531350,4
3257,Dec-19,56.85,2.7,2.39,4058730,4
3266,Dec-19,24.84,1.04,-0.12,5390404,4
3296,Dec-19,33.43,0.97,-0.35,1448804,4
3305,Dec-19,16.84,0.83,0.04,2944799,4
3308,Dec-19, ,0.75,-3.71,582543,4
3311,Dec-19,300.46,0.63,0.25,1578000,4
3312,Dec-19,9.3,1.37,2.39,1929823,4
3321,Dec-19, ,2.36,-8.69,2025799,4
3338,Dec-19,19.01,5.14,5.15,8257556,4
3346,Dec-19,122.89,1.55,1.73,2300044,4
3356,Dec-19,118.95,1.68,-1.66,2696130,4
3376,Dec-19,11.58,1.74,3.05,23381766,4
3380,Dec-19,37.43,1.28,0.39,12781221,4
3406,Dec-19,19.99,4.81,6.47,65211004,4
3413,Dec-19,17.06,3.44,6.81,14718286,4
3416,Dec-19,13.82,1.84,2.55,3970285,4
3419,Dec-19, ,1.48,-2.93,2162616,4
3432,Dec-19, ,0.59,-2.76,892252,4
3437,Dec-19, ,0.98,-0.55,2601864,4
3443,Dec-19,41.29,7.49,6.58,32296651,4
3447,Dec-19, , ,5.75, ,4
3450,Dec-19,12.77,2.61,2.13,9833468,4
3454,Dec-19,25.84,2.77,0.14,7980926,4
3481,Dec-19, ,0.35,-2.79,80893221,4
3494,Dec-19, ,0.72,-13.37,925962,4
3501,Dec-19,8.58,1.02,1.19,5960153,4
3504,Dec-19,1674.92,2.8,-1.38,9535332,4
3515,Dec-19,11.6,1.47,3.2,9108849,4
3518,Dec-19, ,2.2,-6.52,3121065,4
3528,Dec-19,11.03,1.7,3.43,2493370,4
3530,Dec-19,42.7,3.74,2.77,7776768,4
3532,Dec-19,17.01,2.22,0.88,45378216,4
3533,Dec-19,11.69,2.82,5.13,33371333,4
3535,Dec-19,15.29,1.76,-6.53,1790528,4
3543,Dec-19,12.81,0.6,-0.06,1864363,4
3545,Dec-19, ,0.93,0.64,7132265,4
3550,Dec-19,11.63,0.68,1.53,1236750,4
3557,Dec-19,22.87,3.25,20.91,3479710,4
3563,Dec-19,14.59,8.04,4.32,15360184,4
3576,Dec-19, ,0.99,-14.07,20418320,4
3583,Dec-19,13.29,2.02,1.22,5290263,4
3588,Dec-19,40.18,1.07,0.76,1399428,4
3591,Dec-19, ,0.67,-1.36,1656263,4
3592,Dec-19,8.67,1.58,7.24,6819565,4
3593,Dec-19, ,1.65,-2.55,720805,4
3596,Dec-19,12.32,1.8,2.42,19623144,4
3605,Dec-19,11.07,0.89,1.53,3794245,4
3607,Dec-19, ,0.65,-5.41,2056088,4
3617,Dec-19,14.06,1.97,-2.1,8823659,4
3622,Dec-19,25.64,0.72,0.62,3359459,4
3645,Dec-19,50.01,2.8,0.26,6873994,4
3652,Dec-19,54.23,0.78,2.07,854811,4
3653,Dec-19,29.77,4.8,3.73,28380363,4
3661,Dec-19,27.04,4.3,4.33,14213514,4
3665,Dec-19,12.03,2.41,5.27,29431584,4
3669,Dec-19,21.7,0.62,1.81,1523872,4
3673,Dec-19,28.26,0.64,-0.49,23098458,4
3679,Dec-19,9.98,1.07,2.74,4236128,4
3682,Dec-19,-888,1.12,-3.92,39895687,4
3686,Dec-19, ,0.5,-9.38,472214,4
3694,Dec-19, ,1.67,1.05,2686336,4
3701,Dec-19,14.75,1.31,-1.52,2664816,4
3702,Dec-19,8.1,1.03,2.68,65651090,4
3703,Dec-19,27.07,0.48,-0.14,10948760,4
3704,Dec-19, ,1.23,-2.62,8911775,4
3705,Dec-19,11.66,1.83,2.87,11416183,4
3706,Dec-19,10.15,0.79,2.41,31241178,4
3708,Dec-19, ,1.54,-9.79,7844986,4
3711,Dec-19,16.26,1.79,3.69,360246266,4
3712,Dec-19, ,0.76,0.3,5072585,4
4104,Dec-19,10.69,1.1,1.5,7607877,4
4106,Dec-19,19.15,1.21,0.96,2452137,4
4108,Dec-19, ,2.26,-3.36,2945088,4
4119,Dec-19,12.29,2.49,2.59,8663865,4
4133,Dec-19,1588.89,1.29,0.17,1538046,4
4137,Dec-19,9.67,4.32,8.81,18919096,4
4142,Dec-19, ,2.52,-0.8,9187872,4
4148,Dec-19,24.74,1.3,0.22,2651008,4
4155,Dec-19,18.37,2.04,2.31,2630642,4
4164,Dec-19,12.01,1.1,1.61,5700728,4
4190,Dec-19,11.52,3.71,8.19,7492422,4
4306,Dec-19, ,0.8,-0.18,7205108,4
4414,Dec-19, ,1.03,-2.92,10841208,4
4426,Dec-19,16.75,2.33,0.84,7747900,4
4438,Dec-19,11.27,2.26,0.32,15713000,4
4439,Dec-19,10.56,2.47,1.91,5780250,4
4440,Dec-19,10.4,1.9,9.73,1656000,4
4526,Dec-19,32.51,0.81,-1.27,4306559,4
4532,Dec-19,15.22,1.47,0.9,11612998,4
4536,Dec-19,9.22,2.41,2.56,12669390,4
4540,Dec-19, ,1.62,-1.18,5017588,4
4545,Dec-19,727.72,1.14,0.98,1948100,4
4551,Dec-19,11.66,4.57,4.89,14215549,4
4552,Dec-19,8.63,0.98,2.18,4935800,4
4555,Dec-19,50.91,1.35,0.19,3344000,4
4557,Dec-19,11.88,1.87,3.07,2814426,4
4560,Dec-19,9.83,2.05,5.73,3494479,4
4562,Dec-19, ,1.47,-5.74,1614349,4
4564,Dec-19,12.6,1.71,1.11,7618230,4
4566,Dec-19,12.12,1.56,0.92,3406851,4
4571,Dec-19,13.37,2.02,2.42,3355800,4
4572,Dec-19,16.3,2.33,1.77,4636100,4
4576,Dec-19,223.03,2.99,0.04,9904272,4
4581,Dec-19, , ,1.31, ,4
4583,Dec-19, , ,5.05, ,4
4720,Dec-19,17.34,1.13,0.47,1228204,4
4722,Dec-19,8.08,1.1,2.39,2760248,4
4737,Dec-19,36.22,2.39,2.77,4873068,4
4739,Dec-19,31.35,2.17,0.91,7209748,4
4746,Dec-19, ,0.95,0.78,4143652,4
4755,Dec-19,11.01,1.43,2.71,4526229,4
4763,Dec-19,16.67,5.01,7.31,6307886,4
4764,Dec-19,19.74,2.23,0.79,5244620,4
4766,Dec-19,10.19,1.86,3.31,18145785,4
4770,Dec-19, , ,3.71, ,4
4807,Dec-19, ,1.3,3.3,1157947,4
4904,Dec-19,20.01,3.37,3.44,234937850,4
4906,Dec-19,559.9,1.09,-0.58,9207581,4
4912,Dec-19,15.37,2.65,6.31,5174448,4
4915,Dec-19,8.96,2.3,4.38,28324584,4
4916,Dec-19, ,1.76,-1.42,2841507,4
4919,Dec-19,20.13,1.82,2.7,13443150,4
4927,Dec-19,10.05,1.17,0.74,8695840,4
4930,Dec-19,2.42,0.4,0.19,1457155,4
4934,Dec-19, ,1.29,-10.82,2317543,4
4935,Dec-19,43.23,2.56,2.02,15843377,4
4938,Dec-19,8.33,1.13,3.5,178598624,4
4942,Dec-19,5.65,0.83,2.27,5886875,4
4943,Dec-19,53.57,4.77,3.62,23988042,4
4952,Dec-19,14.92,1.82,1.32,3661625,4
4956,Dec-19, ,0.79,-2.91,1425794,4
4958,Dec-19,8.01,1.92,7.21,129018747,4
4960,Dec-19, ,0.5,-1.12,4859814,4
4961,Dec-19,17.2,1.61,1.45,6229831,4
4967,Dec-19,117.7,1.94,-2.43,2064774,4
4968,Dec-19,43.21,7.7,3.38,10531670,4
4976,Dec-19, ,2,-2.49,3327969,4
4977,Dec-19,23.61,3.14,4.26,6903929,4
4989,Dec-19,86.23,1.78,-0.87,3727620,4
4994,Dec-19,15.58,6.67,8.95,9680913,4
4999,Dec-19,11.92,0.98,1.93,3244581,4
5007,Dec-19,16.54,2.68,2.66,16811580,4
5203,Dec-19,24.72,2.27,2.33,9482256,4
5215,Dec-19,8.99,1.76,4.16,3401496,4
5222,Dec-19,18.03,5.6,21.36,3041729,4
