證券代碼	年	序號	事件日
U4DST 下市	2023    	000628	19931210
U4DST 下市	2023    	000629	20020916
U4DST 下市	2023    	000630	19951030
U4DST 下市	2023    	000631	20021108
U4DST 下市	2023    	000632	19961030
U4DST 下市	2023    	000633	19970528
U4DST 下市	2023    	000634	19980610
U4DST 下市	2023    	000635	20000310
U4DST 下市	2023    	000636	20010903
U4DST 下市	2023    	000637	19731016
U4DST 下市	2023    	000638	19871228
U4DST 下市	2023    	000639	19920820
U4DST 下市	2023    	000640	19990820
U4DST 下市	2023    	000641	19930517
U4DST 下市	2023    	000642	19950117
U4DST 下市	2023    	000643	19971206
U4DST 下市	2023    	000644	20000911
U4DST 下市	2023    	000645	19791226
U4DST 下市	2023    	000646	19710113
U4DST 下市	2023    	000647	19830126
