證券代碼	年	序號	事件日
U1TSE 上市	2023    	000452	20010522
U1TSE 上市	2023    	000453	20010723
U1TSE 上市	2023    	000454	20020124
U1TSE 上市	2023    	000455	20000215
U1TSE 上市	2023    	000456	20010919
U1TSE 上市	2023    	000457	20000412
U1TSE 上市	2023    	000458	20010919
U1TSE 上市	2023    	000459	19991004
U1TSE 上市	2023    	000460	20010919
U1TSE 上市	2023    	000461	20000119
U1TSE 上市	2023    	000462	20010919
U1TSE 上市	2023    	000463	19991209
U1TSE 上市	2023    	000464	20010919
U1TSE 上市	2023    	000465	19921007
U1TSE 上市	2023    	000466	20010919
U1TSE 上市	2023    	000467	19990108
U1TSE 上市	2023    	000468	20010919
U1TSE 上市	2023    	000469	19990603
U1TSE 上市	2023    	000470	20010919
U1TSE 上市	2023    	000471	20000115
U1TSE 上市	2023    	000472	20010919
U1TSE 上市	2023    	000473	19990928
U1TSE 上市	2023    	000474	20010919
U1TSE 上市	2023    	000475	19991204
U1TSE 上市	2023    	000476	20010919
U1TSE 上市	2023    	000477	19990330
U1TSE 上市	2023    	000478	20010919
U1TSE 上市	2023    	000479	20000516
U1TSE 上市	2023    	000480	20010919
U1TSE 上市	2023    	000481	19991101
U1TSE 上市	2023    	000482	20010919
U1TSE 上市	2023    	000483	19980224
U1TSE 上市	2023    	000484	20010919
U1TSE 上市	2023    	000485	20000223
U1TSE 上市	2023    	000486	20010919
U1TSE 上市	2023    	000487	19990920
U1TSE 上市	2023    	000488	20010919
U1TSE 上市	2023    	000489	20000104
U1TSE 上市	2023    	000490	20010919
U1TSE 上市	2023    	000491	19991222
U1TSE 上市	2023    	000492	20010919
U1TSE 上市	2023    	000493	19991222
U1TSE 上市	2023    	000494	20010919
U1TSE 上市	2023    	000495	19990902
U1TSE 上市	2023    	000496	20010919
U1TSE 上市	2023    	000497	19991204
U1TSE 上市	2023    	000498	20010919
U1TSE 上市	2023    	000499	19991120
U1TSE 上市	2023    	000500	20010919
U1TSE 上市	2023    	000501	20000321
U1TSE 上市	2023    	000502	20010919
U1TSE 上市	2023    	000503	20000630
U1TSE 上市	2023    	000504	20010919
U1TSE 上市	2023    	000505	19991027
U1TSE 上市	2023    	000506	20010919
